instance,35604,66.88,n.例子
fuel,35613,66.9,n.燃料
key,35622,66.91,n.钥匙，关键，答案
credit,35640,66.95,n.信誉，信用
attempt,35649,66.96,v.，n.尝试，企图
crew,35658,66.98,n.(飞机等的)全体人员
man,35667,67.0,n.人，男人，人类
language,35676,67.01,n.语言
carry,35685,67.03,v.搬运，携带
black,35703,67.07,adj.黑的
peace,35712,67.08,n.和平，平静，和约
violence,35721,67.1,n.猛烈，暴力，暴行
energy,35775,67.2,n.精力，活力，能量
raise,35802,67.25,v.举起，提高，唤起
gas,35811,67.27,n.气体，煤气，汽油
goods,35820,67.29,n.货物，商品
account,35838,67.32,n.账目
chief,35856,67.35,adj.首席的，首要的
hose,35892,67.42,n.软水管，长统袜
picture,35919,67.47,n.图片，画，照片
serious,35928,67.49,adj.慎重的，严重的
constitution,35955,67.54,n.宪法，章程
lack,35982,67.59,v.，n.缺少
focus,35991,67.61,n.焦点，中心
idea,36009,67.64,n.思想，主意，打算
leading,36018,67.66,adj.领先的，一流的
lay,36027,67.67,v.放，安排，打基础
strategy,36045,67.71,n.战略，策略，计谋
agency,36081,67.78,n.代理，代理处
promise,36108,67.83,v.允诺，预示
record,36117,67.84,v.记录，录音
boom,36126,67.86,v.隆隆响，兴旺，繁荣
increasing,36134,67.88,adj.不断增长的
strike,36150,67.91,v.打，攻击，罢工
disaster,36166,67.94,n.自然灾害，祸患
never,36174,67.95,adv.从不，永不，未曾
life,36182,67.97,n.生活，生命，一生
accounting,36190,67.98,n.会计学
current,36198,68.0,adj.现令的
quarter,36214,68.03,n.四分之一，一刻钟
newspaper,36230,68.06,n.报纸，新闻纸
leadership,36254,68.1,n.领导
agree,36262,68.12,v.同意，一致认为
case,36270,68.13,n.事实，案例，箱子
contrast,36278,68.15,n.，v.对照，对比
self,36302,68.19,n.自己，自身，品质
sea,36310,68.21,n.海，海洋
fresh,36334,68.25,adj.新鲜的，崭新的
site,36374,68.33,n.场所，场地
break,36414,68.4,n.打破，破坏
