true,36446,68.46,adj.真实的，真正的
welcome,36454,68.48,adj.受欢迎的
en,36462,68.49,route
area,36478,68.52,n.地区，面积，领域
lot,36486,68.54,n.许多，地
religious,36494,68.55,adj.宗教的，信教的
amount,36502,68.57,n.数量，总数
win,36550,68.66,v.赢得，成功
cruise,36558,68.67,v.巡游，巡航
surprise,36574,68.7,v.使惊诧
seven,36606,68.76,num.七
international,36638,68.82,adj.国际的
grow,36654,68.85,v.增长，成长，种植
anyone,36662,68.87,pron.无论谁
forecast,36678,68.9,n.，v.预测，预报
moderate,36686,68.91,adj.适度的
response,36694,68.93,v.答复，反应，响应
common,36710,68.96,adj.共同的，普通的
expensive,36718,68.97,adj.昂贵的，高价的
create,36726,68.99,v.创造，创作，造成
thought,36782,69.09,n.想法，思想，关怀
works,36790,69.11,n.工厂
although,36798,69.12,conj.虽然
campus,36806,69.14,n.校园
percentage,36814,69.15,n.百分率
quickly,36838,69.2,adv.快，迅速地
particular,36854,69.23,adj.特殊的
level,36862,69.24,n.水平，级
senior,36910,69.33,adj.年长的，老资格的
story,36942,69.39,n.故事，小说，经历
stable,36982,69.47,adj.稳固的，稳定的
trap,36990,69.48,n.陷井，圈套
cross,37006,69.51,n.十字，交叉
ruling,37046,69.59,adj.统治的
effective,37053,69.6,adj.有效的
responsible,37060,69.61,adj.负责的，尽责的
leave,37081,69.65,v.出发，离开
along,37088,69.67,prep.沿着
rival,37102,69.69,n.对手
science,37130,69.75,n.科学，学科
sense,37137,69.76,n.感官，感觉，见识
gold,37158,69.8,n.黄金，金币，金色
barely,37165,69.81,adv.赤裸裸地
race,37221,69.92,n.种族，竞赛
union,37249,69.97,n.联合，联盟，联合会
