lost,29999,56.35,adj.失去的
day,30037,56.42,n.一天，白天
national,30056,56.46,adj.民族的，国家的
school,30075,56.49,n.学校，上学，学系
top,30094,56.53,n.顶，盖子
place,30132,56.6,n.地方，位置
lower,30170,56.67,v.降低，减弱
want,30207,56.74,v.想要，通辑
boost,30225,56.78,v.抬高，促进
single,30243,56.81,adj.单个的，单身的
company,30261,56.84,n.公司，同伴
budget,30279,56.88,n.预算
problem,30297,56.91,n.课题，难题，问题
bank,30315,56.94,n.岸，银行
security,30333,56.98,n.安全，有价证券
change,30369,57.05,n.变化，零钱
half,30387,57.08,n.一半
run,30405,57.11,v.跑，竞选，行驶
third,30441,57.18,num.第三，三分之一
deal,30477,57.25,v.处理，交易
group,30513,57.32,n.群，组，团体
each,30531,57.35,adj.，adv.名，每个
fall,30549,57.38,v.落下，跌倒
reform,30567,57.42,v.，n.改革，改造
why,30675,57.62,adv.为什么
music,30692,57.65,n.音乐，乐曲
corporate,30709,57.68,n.有限公司
former,30760,57.78,adj.以前的，前者
great,30794,57.84,adj.大的，伟大的
next,30811,57.88,adv.下一次，然后
real,30862,57.97,adj.真的，纯粹的
university,30879,58.0,n.大学
near,30913,58.07,adv.近
fell,30930,58.1,v.砍到
itself,30947,58.13,pron.它自己
crisis,30964,58.16,n.危险，危险期
short,30981,58.2,adj.短的，矮的
opposition,30998,58.23,n.敌对，反抗
hope,31046,58.32,v.，n.希望，愿望
become,31062,58.35,v.变成
building,31110,58.44,n.建筑物，大楼
finance,31174,58.56,n.金融
enough,31190,58.59,adj.，adv.足够(的)
century,31206,58.62,n.世纪
later,31222,58.65,adv.更晚，以后，过后
themselves,31238,58.68,pron.他们、它们自己
exchange,31270,58.74,v.交换，兑换
whaling,31365,58.92,n.捕鲸(业)
support,31395,58.97,v.支持，资助，支援
technology,31440,59.06,n.技术，工艺
