several,32781,61.58,adj.几个
share,32794,61.6,n.份，股份
region,32833,61.67,n.地区，地域，地带
view,32885,61.77,n.视域，景色，见解
whole,32911,61.82,adj.全部的
below,32924,61.85,adj.，prep.在...下面
data,32960,61.91,n.(复数)资料，数据
saw,32972,61.94,v.，n.锯
average,32984,61.96,adj.平均的
reduce,33008,62.0,v.减少，贬为
research,33020,62.03,v.，n.调查，研究
age,33056,62.09,n.年龄，时代
face,33068,62.12,n.脸，正面
speed,33116,62.21,n.速度
your,33128,62.23,pron.你的，你们的
species,33152,62.27,n.物种，种类
justice,33164,62.3,n.公正，正直
remains,33188,62.34,n.剩余，遗迹，遗体
cause,33200,62.36,n.原因，理由，事业
tend,33212,62.39,v.趋向，照料，投标
campaign,33260,62.48,n.战役，运动
seem,33284,62.52,v.好象，似乎
form,33296,62.54,n.形状，类型，表格
general,33320,62.59,adj.一般的，总的
film,33332,62.61,n.胶片，电影，薄膜
zero,33344,62.63,n.零，零度
house,33356,62.66,n.房子，剧场，家
chart,33392,62.72,n.图表
particularly,33404,62.75,adv.特别地
point,33416,62.77,n.尖，点，分
private,33428,62.79,adj.私人的，秘密的
value,33452,62.84,n.价值
victory,33464,62.86,n.胜利
despite,33500,62.93,prep.不管，任凭
report,33512,62.95,v.报告，报导，报道
ten,33548,63.02,num.十
corruption,33560,63.04,n.腐败，腐化
something,33584,63.09,pron.某事，某物
six,33596,63.11,num.六
thus,33620,63.15,adv.如此，这样，因而
leader,33632,63.18,n.领导，领袖
prize,33643,63.2,n.奖品，奖赏
example,33654,63.22,n.例子，榜样
turn,33665,63.24,v.转向，旋转
damage,33676,63.26,v.，n.损害，破坏
service,33687,63.28,n.服务，公共设施
east,33709,63.32,adj.东方的
open,33742,63.38,adj.开的
prime,33753,63.4,adj.首要的，第一的
industry,33764,63.42,n.工业，产业，勤奋
