then,26633,50.03,adv.当时，然后，那么
cost,26664,50.09,n.成本，费用
market,26695,50.14,n.市场，销路
these,26726,50.2,pron.这些
party,26757,50.26,n.聚会，政党，一方
likely,26788,50.32,adj.可信的adv.很可能
interest,26819,50.38,n.兴趣，利息，利益
income,26850,50.44,n.收入，所得
how,26880,50.49,adv.如何，多么，怎样
low,26970,50.66,adj.低的，低廉的
help,27000,50.72,v.，n.帮助，有助于
little,27030,50.77,adj.小的，一点，少的
same,27060,50.83,adj.同样的
often,27090,50.89,adv.经常，常常
term,27120,50.94,n.期限，学期，术语
system,27179,51.05,n.系统，体制，制度
work,27208,51.11,n.劳动，工作，作品
rich,27236,51.16,adj.富的，富饶的
right,27264,51.21,adj.正确的，右的
put,27320,51.32,v.放置，估价，表达
history,27348,51.37,n.历史
left,27404,51.48,adj.左的
i,27431,51.53,.我
whose,27458,51.58,pron.谁的
rather,27539,51.73,adv.相当，颇，宁愿
few,27566,51.78,adj.少的
debt,27592,51.83,n.债，债务
law,27644,51.93,n.法律，定律
central,27670,51.98,adj.中心的，中央的
side,27696,52.02,n.边，面，侧面，一方
get,27722,52.07,v.获得，记住，到达
good,27774,52.17,adj.好的，善良的
without,27800,52.22,prep.没有，在...外部
firm,27852,52.32,adj.坚固的
old,27877,52.36,adj.老的，...岁的
power,27902,52.41,n.力，动力，权力
hen,27927,52.46,n.母鸡
social,27952,52.51,adj.社会的，社会性的
pay,28002,52.6,v.支付
part,28027,52.65,n.部分，零件，角色
every,28052,52.69,adj.每个，所有的
minister,28127,52.83,n.教士，部长，大臣
him,28152,52.88,pron.他(宾格)
supply,28177,52.93,v.供应，供给
own,28202,52.98,adj.自己的
best,28226,53.02,adj.最好的
take,28250,53.07,v.拿，带，吃，乘
plan,28298,53.16,n.计划，平面图
set,28322,53.2,v.放，指定
five,28346,53.25,num.五
