full,33786,63.46,adj.满的，完全的
always,33797,63.49,adv.总是，始终
really,33808,63.51,adv.真正地，果然
let,33819,63.53,v.让，使
bring,33830,63.55,v.拿来，带来
software,33841,63.57,n.软件
together,33852,63.59,adv.共同，一起，同时
battle,33863,63.61,n.战斗，战役
increase,33874,63.63,v.，n.增加，增长
look,33896,63.67,v.看，看上去
abroad,33907,63.69,adv.国外，海外
education,33951,63.77,n.教育，训练
widely,33962,63.8,adv.广泛地，非常
above,33984,63.84,prep.在...之上，高于
ore,34006,63.88,n.矿石，矿物
potential,34028,63.92,adj.潜在的
eventually,34072,64.0,adv.最终，终于
either,34083,64.02,adj.二者之一
important,34094,64.04,adj.重要的，重大的
bill,34116,64.08,n.帐单，议案，钞票
integration,34127,64.11,n.结合，整体
capacity,34160,64.17,n.容量，容积，资格
however,34171,64.19,adv.可是，然而
engine,34259,64.35,n.发动机，火车头
sort,34281,64.39,n.种类
our,34292,64.42,pron.我们的
job,34314,64.46,n.工作，活儿，差使
perhaps,34336,64.5,adv.也许，多半
lead,34347,64.52,v.引导，领先，率领
currency,34357,64.54,n.通货，货币
travel,34367,64.56,v.旅行，传导
wing,34377,64.57,n.翅膀，翼，派别
encourage,34387,64.59,v.鼓舞，鼓励，助长
vote,34407,64.63,n.投票(权)，得票数
jet,34437,64.69,v.喷射
sometimes,34447,64.71,adv.有时，不时
death,34457,64.72,n.死，死亡
fund,34467,64.74,n.基金，资金，蕴藏
person,34487,64.78,n.人，人称，身体
line,34497,64.8,n.行，线条，界线
young,34507,64.82,adj.年轻的
index,34517,64.84,n.索引，标志，指数
presidential,34537,64.88,adj.总统的
standard,34567,64.93,n.标准
thanks,34607,65.01,n.感谢
care,34637,65.06,n.注意，小心
worry,34657,65.1,v.，v.烦恼，担心
family,34677,65.14,n.家庭，家属
soon,34687,65.16,adv.不久，很快，早
success,34707,65.19,n.成功
