low,37,50.05,adj.低的，低廉的
foreign,36,50.12,adj.外国的，对外的
country,35,50.19,n.国家，乡间，故乡
might,35,50.25,v.或许，可以
spending,35,50.32
through,35,50.38,prep.通过，借助
recent,35,50.45,adj.近来的，新近的
university,35,50.51,n.大学
said,35,50.58,adj.上述的，该
forces,34,50.64
global,34,50.7,adj.全世界的，总的
how,34,50.77,adv.如何，多么，怎样
end,34,50.83,n.结尾
brazils,34,50.89
months,33,50.96
oil,33,51.02,n.油，石油
americas,33,51.08
middle,33,51.14,n.当中
hard,33,51.2,adj.硬的
europe,32,51.26,n.欧洲
market,32,51.32,n.市场，销路
likely,31,51.38,adj.可信的adv.很可能
history,31,51.44,n.历史
work,31,51.49,n.劳动，工作，作品
interest,31,51.55,n.兴趣，利息，利益
companies,31,51.61
income,31,51.67,n.收入，所得
rather,31,51.72,adv.相当，颇，宁愿
gdp,31,51.78
cost,31,51.84,n.成本，费用
without,30,51.9,prep.没有，在...外部
brazil,30,51.95,n.巴西
does,30,52.01
few,30,52.06,adj.少的
bank,30,52.12,n.岸，银行
same,30,52.17,adj.同样的
term,30,52.23,n.期限，学期，术语
republican,30,52.29,"n.,adj.共和(派)的"
help,30,52.34,"v.,n.帮助，有助于"
five,30,52.4,num.五
often,30,52.45,adv.经常，常常
known,30,52.51
little,30,52.57,adj.小的，一点，少的
supply,29,52.62,v.供应，供给
national,29,52.67,adj.民族的，国家的
christians,29,52.73
every,29,52.78,adj.每个，所有的
system,29,52.84,n.系统，体制，制度
during,29,52.89,prep.在...期间
chinas,28,52.94
right,28,52.99,adj.正确的，右的
left,28,53.05,adj.左的
law,28,53.1,n.法律，定律
rich,28,53.15,adj.富的，富饶的
european,28,53.2,"n.,adj.欧洲人(的)"
put,28,53.25,v.放置，估价，表达
according,28,53.31,adj.按照，据...说
any,28,53.36,adj.任何，一些
among,27,53.41,prep.在...之中
debt,27,53.46,n.债，债务
whose,27,53.51,pron.谁的
investors,27,53.56
side,27,53.61,n.边，面，侧面，一方
russian,27,53.66,"n.,adj.俄国(人)的"
school,27,53.71,n.学校，上学，学系
plans,26,53.76
women,26,53.81
free,26,53.86,adj.自由的，空闲的
better,26,53.9,adj.更好的
great,26,53.95,adj.大的，伟大的
already,26,54.0
making,26,54.05
leaders,26,54.1
good,26,54.15,adj.好的，善良的
firm,26,54.19,adj.坚固的
you,26,54.24,pron.你，你们
power,26,54.29,n.力，动力，权力
get,26,54.34,v.获得，记住，到达
el,26,54.39
japan,25,54.43,n.日本
take,25,54.48,v.拿，带，吃，乘
election,25,54.53,n.选举
him,25,54.57,pron.他(宾格)
trade,25,54.62,n.贸易，交换
minister,25,54.67,n.教士，部长，大臣
part,25,54.71,n.部分，零件，角色
russia,25,54.76,n.俄罗斯，俄语
old,25,54.81,adj.老的，...岁的
trump,25,54.85
own,25,54.9,adj.自己的
pay,25,54.95,v.支付
politics,24,54.99,n.政治学，政治活动
western,24,55.04,adj.西的，西方的
plan,24,55.08,"n.计划,平面图"
policy,24,55.13,n.政策，方针，保险单
best,24,55.17,adj.最好的
whether,24,55.21,conj.是否，还是...
set,24,55.26,v.放，指定
across,24,55.3,prep.横越
while,24,55.35,n.一会儿
visas,24,55.39
britain,24,55.44,n.不列颠，英国
cuts,24,55.48
emerging,24,55.53
visa,24,55.57,n.签证
demand,23,55.61,"v.,n.要求，需求"
last,23,55.66,adj.最后的
keep,23,55.7,v.保持，保留，防止
money,23,55.74,n.金钱，货币，财富
future,23,55.79,n.将来，前途
need,23,55.83,n.需要，贫困
higher,23,55.87
say,22,55.91,v.说
congress,22,55.95,n.(代表)大会，国会
different,22,55.99,adj.不同的，各种
why,22,56.04,adv.为什么
north,22,56.08,n.北，北方
nearly,22,56.12,adv.几乎，差不多
start,22,56.16,v.开始，着手，发动
home,22,56.2,n.家，故乡
found,22,56.24,v.创办，使有根据
financial,22,56.28,adj.金融的，财政的
late,22,56.32,adj.迟到的，晚的
india,22,56.36,n.印度
children,22,56.4
group,21,56.44,n.群，组，团体
recently,21,56.48,adv.近来，最近
means,21,56.52,n.手段，财力
go,21,56.56,v.去，进行，打算
increased,21,56.6
once,21,56.64,adv.一度，一次
security,21,56.68,n.安全，有价证券
used,21,56.72
early,21,56.76,adj.早的，初期的
countrys,21,56.8
towards,21,56.83
think,21,56.87,v.想，相信，认为
rights,21,56.91
united,21,56.95,states
second,21,56.99,num.第二
day,21,57.03,n.一天，白天
crisis,20,57.07,n.危险，危险期
today,20,57.1,"adv.今天,现在"
decade,20,57.14,n.十年
policies,20,57.18
use,20,57.22,v.使用
risk,20,57.25,"n.,v.冒险，风险"
army,20,57.29,n.军队，陆军
reform,20,57.33,"v.,n.改革，改造"
including,20,57.36
cut,20,57.4,v.割，切，削减，切断
half,20,57.44,n.一半
sex,20,57.48,n.性，性别
however,20,57.51,adv.可是，然而
i,20,57.55,.我
lower,20,57.59,v.降低，减弱
very,20,57.63,adv.很，非常
price,20,57.66,n.价格，代价
human,20,57.7,adj.人的，人类的
company,20,57.74,n.公司，同伴
week,19,57.77,n.星期，周，工作周
city,19,57.81,n.城市
possible,19,57.84,adj.可能的
called,19,57.88
lost,19,57.91,adj.失去的
christmas,19,57.95,n.圣诞节
place,19,57.98,n.地方，位置
top,19,58.02,n.顶，盖子
want,19,58.06,v.想要，通辑
internet,19,58.09
finance,19,58.13,n.金融
each,19,58.16,"adj.,adv.名，每个"
relations,19,58.2
northern,19,58.23,adj.北方的，北部的
number,19,58.27,n.数字，若干，号码
although,18,58.3,conj.虽然
points,18,58.33
deal,18,58.37,v.处理，交易
change,18,58.4,n.变化，零钱
single,18,58.44,adj.单个的，单身的
economies,18,58.47
we,18,58.5,pron.我们
short,18,58.54,adj.短的，矮的
research,18,58.57,"v.,n.调查，研究"
groups,18,58.6
fall,18,58.64,v.落下，跌倒
did,18,58.67
budget,18,58.7,n.预算
biggest,18,58.74
christian,18,58.77,adj.基督教的n.基督徒
problem,18,58.8,n.课题，难题，问题
rousseff,18,58.84
house,18,58.87,n.房子，剧场，家
boost,18,58.9,v.抬高，促进
international,18,58.94,adj.国际的
third,18,58.97,num.第三，三分之一
itself,17,59.0,pron.它自己
former,17,59.03,adj.以前的，前者
times,17,59.07
travellers,17,59.1
ones,17,59.13
others,17,59.16
britains,17,59.19
front,17,59.22,n.正面，前线
real,17,59.26,adj.真的，纯粹的
fell,17,59.29,v.砍到
todays,17,59.32
things,17,59.35
media,17,59.38
near,17,59.41,adv.近
decades,17,59.45
later,17,59.48,adv.更晚，以后，过后
economics,17,59.51,n.经济学
opposition,17,59.54,n.敌对，反抗
led,17,59.57
run,17,59.6,v.跑，竞选，行驶
music,17,59.64,n.音乐，乐曲
support,17,59.67,v.支持，资助，支援
corporate,17,59.7,n.有限公司
become,16,59.73,v.变成
came,16,59.76
members,16,59.79
despite,16,59.82,prep.不管，任凭
nobel,16,59.85
enough,16,59.88,"adj.,adv.足够(的)"
century,16,59.91,n.世纪
ever,16,59.94,adv.曾经，总是，究竟
travel,16,59.97,v.旅行，传导
given,16,60.0
indian,16,60.03,"adj.,n.印度人(的)"
expected,16,60.06
hope,16,60.09,"v.,n.希望，愿望"
elections,16,60.12
whaling,16,60.15,n.捕鲸(业)
four,16,60.18,num.四
americans,16,60.21
health,16,60.24,n.健康(状况)
strong,16,60.27,adj.强壮的，强烈的
places,16,60.3
fiscal,16,60.33
officials,16,60.35
core,16,60.38,n.核，核心
air,16,60.41,n.空气，气派
xi,16,60.44
exchange,16,60.47,v.交换，兑换
building,16,60.5,n.建筑物，大楼
german,16,60.53,adj.德国的
further,16,60.56,adv.更远，进一步
themselves,16,60.59,pron.他们、它们自己
days,16,60.62
held,16,60.65
became,16,60.68
centre,16,60.71
away,15,60.74,adv.去，远离，在远处
large,15,60.77,adj.大的，巨大的
november,15,60.8,n.十一月
bush,15,60.82,n.灌木
seems,15,60.85
deep,15,60.88,adj.深的，深远的
students,15,60.91
perhaps,15,60.94,adv.也许，多半
remain,15,60.96,n.依旧的，剩余，逗留
fast,15,60.99,adj.快的
ago,15,61.02,adv....以前
population,15,61.05,n.人口
based,15,61.08
almost,15,61.1,adv.几乎，差不多
several,15,61.13,adj.几个
jobs,15,61.16
commodity,15,61.19,n.商品
force,15,61.21,n.力，力量
banks,15,61.24
services,15,61.27
water,15,61.3,n.水
pressure,15,61.33,n.压力，繁忙，紧迫
federal,15,61.35,adj.联邦的
non,15,61.38
office,15,61.41,n.办公室，事务所
technology,15,61.44,n.技术，工艺
reason,15,61.47,n.原因，理由
iraq,14,61.49
classical,14,61.52,adj.经典的，古典的
buchanan,14,61.54
ukraine,14,61.57
germany,14,61.6,n.德国
began,14,61.62
anti,14,61.65
bring,14,61.67,v.拿来，带来
until,14,61.7,"prep.,conj.到...为止"
general,14,61.73,adj.一般的，总的
africa,14,61.75,n.非洲
democratic,14,61.78,adj.民主的
action,14,61.81,n.行为，行动
doors,14,61.83
politicians,14,61.86
worlds,14,61.88
poor,14,61.91,adj.穷的，差的
southern,14,61.94,adj.南的，南方的
went,14,61.96
probably,14,61.99,adv.或许，大概
small,14,62.01,adj.小的，不重要的
csr,14,62.04
dollar,14,62.07,n.元，美元
come,14,62.09,v.来到，出现，发生
justice,14,62.12,n.公正，正直
terms,14,62.14
ten,14,62.17,num.十
institute,14,62.2,n.(专科)学院
evidence,14,62.22,n.证据，迹象
west,14,62.25,n.西方
co,14,62.27
elsewhere,14,62.3,adv.在别处
thus,14,62.33,adv.如此，这样，因而
parties,14,62.35
court,14,62.38,n.法庭，宫廷，球场
control,14,62.4,"v.,n.控制，管理"
military,14,62.43,adj.军事的，好斗的
longer,14,62.46
below,13,62.48,"adj.,prep.在...下面"
york,13,62.51
union,13,62.53,n.联合，联盟，联合会
asian,13,62.55,adj.亚洲的
seen,13,62.58
efforts,13,62.6
candidates,13,62.63
victory,13,62.65,n.胜利
labour,13,62.67
private,13,62.7,adj.私人的，秘密的
view,13,62.72,n.视域，景色，见解
region,13,62.75,n.地区，地域，地带
family,13,62.77,n.家庭，家属
men,13,62.8
rise,13,62.82,v.起立，晋级，增长
main,13,62.84,adj.主要的
whole,13,62.87,adj.全部的
official,13,62.89,n.官员
reforms,13,62.92
saudi,13,62.94
online,13,62.96
businesses,13,62.99
calls,13,63.01
korea,13,63.04
show,13,63.06,v.显示，表明
share,13,63.09,n.份，股份
rule,13,63.11,n.法规，常规，统治
corruption,13,63.13,n.腐败，腐化
fact,13,63.16,n.事实，真相
look,13,63.18,v.看，看上去
done,13,63.21
officers,13,63.23
your,13,63.26,pron.你的，你们的
fed,13,63.28
provide,13,63.3,v.供给，提供，准备
close,13,63.33,down
majority,13,63.35,n.多数，过半数
largest,13,63.38
border,13,63.4,n.国界，边境
especially,13,63.42,adv.特别地，专门地
chance,13,63.45,n.机会，可能性
looks,13,63.47
programme,13,63.5
argue,13,63.52,v.争论，辩论
coalition,12,63.54
film,12,63.57,n.胶片，电影，薄膜
comes,12,63.59
growing,12,63.61
reckons,12,63.63
species,12,63.66,n.物种，种类
cruise,12,63.68,v.巡游，巡航
citizens,12,63.7
point,12,63.72,n.尖，点，分
